Gene	signal_to_noise_ratio
NCL	0.20713176508337341
RPP40	0.20713981744060525
PPM2C	0.20744130683132006
SLC30A1	0.20757660828679173
PTRF	0.20760640120546367
221419_s_at	0.20762216933717278
C7orf10	0.20762832485344698
LOC220686 /// PIK4CA	0.2076622370275595
KIAA0685	0.20771615129125726
SGEF	0.20783625015461168
216435_at	0.20791596159765993
CD81	0.20802854390972778
VANGL1	0.20812904376885216
FGF23	0.20823776058977514
HIST1H1E	0.20853825572637974
ADIPOR1	0.20854771531866187
GDAP2	0.20866113568947006
MRPL44	0.20874874432904672
214188_at	0.208785110919013
CDT1	0.20880825039303125
HMGCS2	0.20893450883083592
215927_at	0.2089703936543985
BMS1L	0.20907455916046153
SPAG8	0.20910760461157502
MMRN2	0.20916023188322566
217606_at	0.20921574141704483
220881_at	0.20925070196165346
GRN	0.2092543321132034
FLT3	0.20940632685610772
RBBP7	0.20942681332425375
UNG	0.2094740372145941
BPESC1	0.20951193468219012
C21orf127	0.20953301859187565
213437_at	0.20953906974240932
UMPS	0.20962248715267404
PLA2G2D	0.2096296799460311
MAP2K1	0.20965236594457076
MICAL2	0.2096761874834919
C10orf79	0.20971867387825258
FBN2	0.2097235347422812
CSTF2T	0.20976494266748394
KIAA1536	0.20982006117891536
LAPTM4A	0.20995851412598732
OAZIN	0.21002098220315743
207179_at	0.21008566554295696
RPE	0.2101568122469306
ST13	0.21044068194581053
B3GNT6	0.21047105167689725
POU4F3	0.21047457230362418
PGBD5	0.21049548666581006
PLA2G5	0.21058397331207712
SLC13A4	0.21064057344869921
SOSTDC1	0.21069769522268122
215515_at	0.21074795823297593
216324_at	0.210774069898769
ALOX15	0.21081557671825435
215077_at	0.21090247222213573
LIM	0.2109040352636125
HTATIP	0.2109490900928246
ENTPD1	0.21098029665940587
MYH4	0.21099520988378148
MGC5457	0.21101549847800743
ATM	0.21101746299534482
DDX4	0.21110525950819312
FOXF1	0.21110540536837177
PEX5	0.21116799079961124
SOS2	0.2111738044010768
ZP2	0.21119751537161166
216573_at	0.21122467379952578
JMJD1B	0.21125249889836484
SNAPC1	0.2113852046466831
FOXA2	0.21146340338657824
ANXA10	0.21146921709108327
LARP	0.21168414484391984
SEC61A1	0.21177879393135932
UBE2H	0.2117910914403401
SERPINA3	0.21181471122830536
FLJ14803	0.211887765020029
GUCY2F	0.21189810445266985
210733_at	0.21189843935185926
LGALS9	0.21192822981833756
ZA20D2	0.2119359179146349
MYO1F	0.21197539564738682
EPHB2	0.21222111268622285
FLJ11767	0.2123144862224266
VSX1	0.21233823710889765
FXR1	0.21267904711420685
CR2	0.21272910382474827
KIAA1280	0.21280150332267486
MAPK11	0.21282102349526655
FLJ22184	0.21282139252877005
PHACTR4	0.21288467767540445
KIAA0056	0.21292934041800854
SFRS5	0.21299228513351953
218279_s_at	0.21314460323419632
UNC84A	0.21316304753112014
CACNA1G	0.21321044591805477
DKFZP564B147	0.21323482419233875
FLJ20574	0.21324320174476513
CKAP2	0.21330096689890324
NFYC	0.2133329849840773
KIAA1503	0.21335035838879404
FLJ20507	0.21339491238040412
KRT9	0.21352155954454194
ECT2	0.21355836454201138
CDH15	0.21359606695134328
TFG	0.2135995113719883
IMAA /// LAT1-3TM	0.21365096576040515
ZFHX1B	0.21366102531879497
215499_at	0.21367843211890938
GH1	0.21373826046014943
MEIS1	0.21377247105712377
KNTC2	0.21385792029682404
HIST1H4F	0.21390079253698027
SAA1 /// SAA2	0.21423827501143228
CPSF6	0.21449140832956223
FLJ13150	0.21457279731199935
PIP5K2A	0.2146481987278072
KIAA0828	0.2147245584795139
OLFM4	0.21480311735272326
TAPBP	0.21481459538016986
KIAA0999	0.21484333492318577
PLXNA2	0.2149584939223768
MMP23B /// MMP23A	0.21496411965096918
ACTL7A	0.21505303026333783
ACTL6A	0.21505969952183518
FLJ22054	0.2151189430769918
CDKN2B	0.21514801371981293
IL4R	0.21521691063611761
NDP52	0.21522231042023723
CRIP2	0.21531443474522485
DNAH17	0.21533956916426
HPSE	0.215556498301574
FLJ23529	0.21555850952108796
LGI2	0.21556560597995902
AP4M1	0.21570511209340076
XRCC5	0.21572535670762064
216182_at	0.21576702799684064
MCPH1	0.21587777133675326
MAPK3	0.21590047618146008
WDR18	0.21591625320831143
YY1	0.21592549161104013
IRF2	0.21596168946228705
NEUROD6	0.2160621628123629
SLC6A14	0.21606364330650674
SEMA4C	0.21612296702653971
215523_at	0.21615119179889733
DNAJB6	0.21621923644514987
PADI4	0.2162700336838014
BPGM	0.21629598772484018
206168_at	0.21648848031214651
PTGFR	0.21649371764818384
HIST1H2BI	0.21650664341636425
VAPA	0.21657610461675664
CML2 /// NAT8	0.2167006507412791
SLC23A2	0.2169380459877556
FLJ14107	0.21701512017358307
CGI-38	0.21707853423215034
CASP5	0.21716205958140605
ZXDB	0.21717485002083425
CRMP1	0.21721130423160162
DDX19 /// FLJ11126	0.21722613428716384
UTP14A /// UTP14C	0.2173424508408296
ORC1L	0.21734249453221233
HYAL4	0.21735907590685843
RNF146	0.21745524743162362
HS3ST1	0.21751815580828623
221977_at	0.21752774303043765
ASTN2	0.2176075932975394
CGI-111	0.21780012719612973
NFE2L1	0.21800252670648987
217587_at	0.2182393114765656
213979_s_at	0.21841079878318267
CETP	0.21853209183643074
AFFX-HUMRGE/M10098_M_at	0.21867278580575814
214887_at	0.21867485906693687
KIAA0882	0.21871470893213185
PCYOX1	0.218764835167128
DBC-1	0.21927835704407103
RFPL3S	0.2193330132534019
PFKL	0.21941771255605605
CHIA	0.21942647706296023
CXorf9	0.21942956805218164
ZNF354A	0.2194982307411087
EBAF	0.21954084610220045
VIPR2	0.21962316435898233
217129_at	0.21972615410518914
CGB /// CGB7 /// CGB5	0.21978157737111814
LOC96610	0.21980767886133287
216564_at	0.21989915953644135
220490_at	0.2199512219645225
TMSNB	0.220037341797987
RNF103	0.2200518811114182
41553_at	0.22007398464212727
COL4A3	0.220080173174312
ZNF43	0.2200806459561136
CORIN	0.22012629010425158
C9orf28	0.220160476338821
MS4A2	0.2201756279525304
PSTPIP2	0.22023460303512027
HRK	0.22036155039744584
MVD	0.2204602772094531
METTL3	0.22072461894680584
KIF21B	0.22072647789403269
FLJ12528	0.22077251473317344
213637_at	0.22079557854972434
BLK	0.22082615928749724
PLEK	0.22094439548060837
CADPS	0.22098718493116415
CTTN	0.2210102407084713
SAS10	0.22101262158663504
FLJ11305	0.22109143328693723
212029_s_at	0.2211064138891943
TNNT1	0.2212735842334118
CDA08	0.22128365743486575
207481_at	0.22128977269609224
COPE	0.22141519080022692
ELF5	0.22166655438998284
SLC6A8 /// FLJ43855	0.2216748880716236
DNAH9	0.2217284881130947
CD1B	0.22173417559673844
221243_s_at	0.22176091684015173
M6PRBP1	0.2217939774833716
PKM2	0.22181078184403238
222178_s_at	0.22182682575355056
ZNF532	0.22197127447377965
PTGER1	0.2220270217938503
217662_x_at	0.2220429309936327
FOXC2	0.2220966733877478
UPB1	0.22216063780182435
215865_at	0.2222403850912869
PLVAP	0.22228597565866193
ACVR1	0.22235711461464158
217193_x_at	0.22246976842759816
FLJ20406	0.22249963043668458
TRIM6-TRIM34 /// TRIM34	0.22251117418118543
217307_at	0.2225136374598972
PON3	0.22256799881852873
GPC6	0.22258726391260872
ZNF46	0.22265455898409459
FLJ20105	0.22273767726874452
CDK5	0.22277068320457807
SPAG7	0.22278397207462955
SARS2	0.22280195185778087
BCAP29	0.2228267760838547
208254_at	0.22285344893712347
AFFX-CreX-5_at	0.2229040123060837
AFFX-r2-Bs-dap-M_at	0.22290990874978314
RGS12	0.22299638051870402
MGC52022	0.2231292375152888
SMP3	0.22312958387389015
GP2	0.22314283572698804
GTF2H2	0.22318501618894812
SLC12A7	0.22328756165268562
COVA1	0.2232920073726575
LIG3	0.2233920121555822
IRS3L	0.22355464527711535
GNMT	0.2235721630732764
221144_at	0.223666561755271
CXXC4	0.2237574047880585
C22orf1	0.22399264851616135
222298_at	0.22400505045960595
ITIH1	0.22405320845575677
GALR1	0.22429232380217923
HOXD12	0.2243624453381114
215872_at	0.22455611949839993
TRIM38	0.22458171915409397
CTAGE5	0.22468796827673637
NEB	0.22474847152789182
TEKT2	0.22475960634582517
MDS006	0.22489484655034062
GLP1R	0.22490157434930855
TBC1D3 /// MGC44903	0.22493358740530192
TTYH1	0.22493529661327646
FZD10	0.2249589949523989
217255_at	0.22500611967549375
213963_s_at	0.22501735362223543
SCAP1	0.22505110580406174
KIAA1078	0.22507841872514953
POLR2D	0.225102859270526
216707_at	0.22515315490192994
SLC9A6	0.2251670612110913
STYK1	0.2251877701284319
PTPN21	0.22528051895417223
220533_at	0.2253339936953045
CTNNB1	0.2255898770269431
ACE	0.22631931964532065
PYCRL	0.22647309741208965
EWSR1	0.22655877523860674
MSX2	0.22667980582625158
DTX3	0.226696021563867
RRAGA	0.22671808212993352
DEPDC5	0.22674557079665808
TRMT1	0.22676891411709826
DDX25	0.2267957762523237
HRH2	0.2268125413869153
VNN3	0.22681264375600793
GARP	0.22683233625821203
PTDSS2	0.22701807471586072
BBX	0.22712241438972147
C14orf140	0.22712853035692815
KIAA0274	0.22722378537577093
SAGE1	0.2274480847046301
DDX3X	0.22750773717582196
DYSF	0.22774240822766328
TMEM16A	0.227743828126979
PPFIA4	0.22777246733774542
COASY	0.22782486162175547
MLC1	0.22782800435007042
SFRP4	0.22788227862667287
PSPC1	0.22804695721092427
OAT	0.22838178043327423
213582_at	0.22847968398210872
MCM10	0.22854016978516808
216743_at	0.22866957736477678
SFTPB	0.22875838218381167
FLJ22471	0.22882340951268734
ACTC	0.22885401175994236
216518_at	0.22894129328700444
207477_at	0.22895518831516243
MTND5	0.22898598547695928
SIAT8A	0.2290234901638385
IRX4	0.22914988832596317
PRKWNK1	0.2292404557334246
217314_at	0.2293020477605525
NUDT1	0.22940650013787384
APBA3	0.22949930626400694
LRRN5	0.22962323311006277
C17	0.22992841304955708
GNLY	0.23001273763834323
F5	0.23006495633011614
SSTR3	0.2301526417543876
MEP1B	0.2302195195274721
UBTF	0.23032964351306306
214669_x_at	0.2305626236750506
YLPM1	0.2307111728045307
C14orf93	0.2307208208888335
GRIK3	0.23075802859189845
IPW	0.23087996163827698
217170_at	0.2309230734218673
217467_at	0.2310755582953653
FMR2	0.23110256822846634
PC	0.23111229440920333
CYP20A1	0.23115920430083062
216451_at	0.2312787990637095
KLK15	0.23132763398711798
MYEF2	0.2314042810644969
MDS010	0.23155988352760146
ACAA2	0.23161138002872947
LTBP2	0.23161227977611878
SLCO3A1	0.2316350039246313
215940_at	0.2316622518644133
SEC24C	0.23174007247891903
217582_at	0.2317401910208857
SCN8A	0.23176378389775407
EHD3	0.23181834408517749
CELSR2	0.231937872832937
CTSW	0.23195934495964457
PYCR1	0.23206593974864978
MGST3	0.23209897138639318
KCNJ9	0.23211364805017526
HADHB	0.2321976903326305
HEXA	0.23257816516243796
SLC37A4	0.2325791586375981
SYPL	0.2326310706061983
BAX	0.2326738362861927
HMOX2	0.2327280527965194
HNRPH2	0.23280485973077705
218044_x_at	0.23282449037569775
CTNND2	0.23288223363348315
TAF1C	0.2329243297140724
STXBP3	0.23309474298373684
IFIT3	0.23319195726182199
GALNAC4S-6ST	0.233225685880843
P2RY11	0.23334926788430801
KIAA0789	0.23338144857523535
FKBP5	0.23344224042866965
213619_at	0.2334567052278672
RNF31	0.2336079392274183
RGS6	0.23367766280035573
AADAC	0.23370043375033608
SYMPK	0.23370530850789784
MYBL2	0.23375514244464582
216853_x_at	0.23380273406163823
TM4SF14	0.2338364777335579
USP48	0.2338652747540903
FLJ20605	0.23392446473724007
EYA3	0.23403718632137122
DXS542	0.23411201027393302
P2RY4	0.2342052792005109
DUX1 /// DUX3 /// DUX5	0.2343324372942089
CLN6	0.23443536062507545
SLC9A5	0.23443745903803329
GNAS	0.23447490312550354
RBBP8	0.2345208116229183
KCNAB2	0.23465620021427394
222027_at	0.23467716913050699
PTER	0.23469099550922892
C16orf35	0.23483350294643962
TRIB2	0.2348532712286295
214160_at	0.234856225864126
MMS19L	0.2349713536464496
CNOT3	0.23509000877503242
AFFX-r2-Hs18SrRNA-5_at	0.23527724178153397
TCEB3B	0.23539894232667455
CDSN	0.23551312407223549
GPR143	0.23551961747614636
FLJ20516	0.23555983399996258
ZXDA /// ZXDB	0.23557909524588616
RAX	0.2356655003175588
ZNF408	0.23570038491316764
215678_at	0.23570435888494232
MEG3 /// LOC440199	0.23580496385801342
IGFBP5	0.23581193490226943
ZFY	0.2358346897208629
CCT5	0.23594595621928274
PAPSS2	0.23624469373246643
220854_at	0.23625906983356854
ALPP	0.2363664294165162
217115_at	0.23637693022794995
POLM	0.2364209633478245
211632_at	0.23645471043774144
FLJ11506	0.23651923651218365
CSNK1G3	0.23663502648443938
GYS1	0.2368325464190212
ERN2	0.23683516915142896
BCL2L11	0.23691317607324697
216290_x_at	0.23701252106309975
C10orf81	0.2371965969136677
KIAA0090	0.23725775627901938
SPTLC1	0.23739076591258101
FBXO41	0.23746461612437553
TSP50	0.2375479098381617
FLJ12986	0.23759725434591333
209480_at	0.23763154473738782
SELE	0.23769979094366217
EIF2B5	0.2377707775985408
CCRL2	0.2377955564883948
216700_at	0.23786418172328513
FLJ10213	0.23788953890470596
FLJ13310	0.23793149144544834
MGAT4B	0.2380046260497951
HNRPF	0.2380066758671859
216616_at	0.23817614321422584
SYCP2	0.23825931395029584
PRSS8	0.23830203503430938
PHKG1	0.238432810469562
217443_at	0.23851768165675916
P2RX4	0.2385691239325045
LILRB2	0.23873131713502663
FLJ12541	0.23916906211317956
CYorf15A	0.23918360395286323
FLJ20259	0.239357831978052
SHC3	0.23951865412139556
C22orf8	0.23953236705109987
MUF1	0.2395804284448449
ST7L	0.2396266489914407
ZNF165	0.2396627556994028
TUBA4	0.2396846088876816
QTRTD1	0.2397582546746217
DGCR9	0.23993274637833048
HIST1H3A	0.24030426372143016
C6orf197	0.2403477026452469
PCDHGC3	0.24037623747513043
HSPC063	0.24041527136789445
CAB39L	0.24059844900784677
CHRNB1	0.24063323073771087
DVL1	0.24082556086750645
PPP2R5E	0.24087541337033913
207986_x_at	0.24096057125250678
PYGB	0.2410410805978492
SNX19	0.2411481319616715
ADH7	0.2411741943644851
CAPG	0.24124881897421582
PDE2A	0.24138036507400235
TSPAN-1	0.2414194262331235
FN5	0.2416502092697439
FRS2	0.2416962397536472
TXNDC5	0.24185548542333754
LMAN2	0.24191307445112822
OCIL	0.24192768942103138
ING1L	0.2419957318572982
NR2E1	0.2420645354692129
ZNF211	0.242113820747822
GMPR	0.24214796909270747
FLJ20241	0.24221658003781074
SLC17A4	0.2424247123747932
AFFX-HUMRGE/M10098_5_at	0.2424936345896662
FLJ20847	0.24266693393471253
214187_x_at	0.24272465063785517
EPAS1	0.24295402551042336
CNNM4	0.24295726092920497
KIAA1411	0.2429883699793582
PIPPIN	0.24310060751027684
IRF4	0.2431370784215201
PPP1CB	0.24320549543441405
FLJ13544	0.24324266288664007
HSPBP1	0.24331051152088823
GPD2	0.24333457497452823
216296_at	0.243343174035921
UNC119	0.24371062916533506
GBX2	0.24387046527735576
LOC254531	0.24392798954280337
ADCK2	0.24394097922215038
GYPA	0.24406297247280978
217258_x_at	0.24409157829803121
UGP2	0.24415933087353708
HUS1	0.24419173779816875
220837_at	0.24423649188474214
RASGRP2	0.24424854649831784
UGT2B17	0.24431015855411375
CFTR	0.24432789862332974
SRM	0.2443563678423606
C21orf107	0.24466161961052316
KLK7	0.24467299945991397
213003_s_at	0.24475286282280773
LMO7	0.2448290656661034
TLE4	0.244909403562586
FLJ21908	0.24495149989560322
ANKRD2	0.2451168367190164
KCTD5	0.2452064484565964
EIF4G1	0.24532380279831192
MTM1	0.24534723244367357
PLCB4	0.24548240309186656
ADM2	0.2455099758713398
ANGPTL4	0.24555855120178421
PMFBP1	0.24555980273501687
PF4V1	0.2456102481897079
SSBP2	0.2456158062519284
PRRG1	0.24565131360797732
KBTBD10	0.24585816920734102
216491_x_at	0.2458978697131616
FBXO4	0.2459655552946741
LAMC2	0.2459811792517382
210491_at	0.24606044632254817
ELMO1	0.2462781869415981
ATP8A1	0.24652481673046708
TM4SF12	0.24657438900383918
FLJ20249	0.24659241503020482
PPEF1	0.24659924087281024
MDK	0.2467188380677266
TOR1B	0.24675627548665582
LTA4H	0.2468995270402409
SNAPC2	0.2469951720755766
LR8	0.24732005213266606
NACA	0.24752002125089817
RAB4B	0.24752756307148083
SLC12A4	0.2479241171837556
SAFB2	0.2479546186068689
KRT8	0.24797320655578378
NMB	0.24807925317317175
CD79A	0.24813640274906387
TBX1	0.24817787108080192
SERPINB3	0.24822957364558432
220494_s_at	0.24824004571164626
LOC51037	0.24825935258515877
UBD	0.24840752958587262
XPO7	0.2485091004494973
211456_x_at	0.24857172635278815
MAP2K6	0.24890554282419702
DUOX2	0.24897502181926767
216374_at	0.2490601988920054
DLAD	0.24921529855890942
219202_at	0.2493537653035174
UBAP2	0.24945637658807893
KIAA0754	0.24949446361515323
MONDOA	0.24954023759127833
TRRAP	0.2497628859330296
AMFR	0.2501268772702298
HS3ST3B1	0.2502522683617346
SMG1	0.2503058259507908
PCDH12	0.25061985556423233
DKFZP564O243	0.25064528800247393
STIM1	0.2508331736769496
GJA12	0.2511857167291287
C20orf172	0.25124586633525176
CD200	0.25125257027235537
INPP4A	0.25158402521588896
KCNH2	0.251708723748801
L3MBTL	0.2517411302684912
ETV4	0.2519823496577598
AP2S1	0.2520289012142278
BHC80	0.2521165893616017
SLC9A3	0.25216326906463166
GTF3C3	0.25251251639800354
LY6G6E	0.25285263448955125
EDN2	0.25286736935073056
HYOU1	0.252943769536303
217462_at	0.2531474797716008
PDE6A	0.2532446147013796
RINT-1	0.25341974728489725
TUSC2	0.2534765120813241
221117_at	0.2536947100691404
DGCR5	0.2537002512493062
KIAA1608	0.2537010601512473
SVIL	0.2537647742769045
DLX5	0.2537709360708749
HCRP1	0.25385596645391956
FLJ21159	0.2539037579236493
MCTP1	0.2539387950563629
TACR1	0.25393885623465917
EMX1	0.25399307539155874
KERA	0.2540742028321949
216630_at	0.2541574980727426
SERPINB8	0.2541913221062967
MYBPH	0.25424665504511385
CYP4F2	0.25435011979322736
HNT	0.2545324025707505
SLC17A5	0.254542033498442
CREBBP	0.25462507586340866
214227_at	0.25475050657052484
KIRREL	0.25490469958895173
216443_at	0.25494041462881045
C5orf6	0.2550381713292651
APLP1	0.2551696181562046
CROCC	0.25527976577966077
SDPR	0.2554201308393362
ATP6V1H	0.2554278203303767
KIAA0590	0.2554823877540108
FLJ22938	0.25555928848580206
215166_at	0.25556629013221727
MYOM2	0.2558046861133996
KISS1	0.25582225568228323
LRRC14	0.2558943782962284
HSD3B1	0.2559752869603838
FLJ10375	0.25603193259405865
ZNF117	0.256038218380243
SEC23IP	0.2560772444170971
Pfs2	0.2562709971676466
210921_at	0.2563495170190669
204874_x_at	0.25638926054828853
C9orf13	0.25645059685375055
CCR6	0.2564527613060894
HCAP-G	0.2566317195658784
TCIRG1	0.2567814692485602
208305_at	0.2571179314885435
215830_at	0.2571672447033207
BTEB1	0.257410097335227
IL3RA	0.2574107370593219
C1orf34	0.25741504133529625
MGC40069	0.2574850341852983
ADAM7	0.257510365633356
SOX1	0.25764870011260443
IGHG1	0.25765258970254623
LAIR2	0.2576615567382966
217656_at	0.25781301839279996
213319_s_at	0.2580403924025209
CYB5R2	0.25812199529985963
211690_at	0.2581322615919372
MICAL-L1	0.25824528136643243
CLASP2	0.25824554865966215
KCTD13	0.25829125115360124
ZNF227	0.25831605070687463
220568_at	0.2583604004168358
YBX2	0.25838585500372335
H1FX	0.2584302573729875
HIST1H2BM	0.2585635351333814
ENTH	0.25860045628165745
UBE1	0.25865347611353906
CITED1	0.2586744585932778
216947_at	0.25875526838537555
CG018	0.2587948491034338
217574_at	0.258958794711702
PLCL3	0.2590249445658429
CYFIP1	0.2590607371274153
SYTL2	0.2591217841458873
ARNTL2	0.2592052154515357
C18orf43	0.25921042903246405
222214_at	0.259312822318955
GABRA6	0.2593742404310758
213732_at	0.2593814911040516
HOXA2	0.25952131968875064
A4GALT	0.2596029629536115
SOCS6	0.2597243749359255
EDG1	0.2597501195701435
PRB4	0.2597877679313535
PRAF2	0.2598724657890302
216249_at	0.25999041967692865
FLJ12875	0.260032015567431
CD59	0.26009456529565617
SOX3	0.2601250606610984
SERPINA5	0.2603130970254378
MMP25	0.26035672417612205
MGEA5	0.26047109901795934
213715_s_at	0.260516400529086
SLC2A11	0.2605221080049846
BRF1	0.26057579819174287
TUBGCP3	0.26058509311457273
SLC35A2	0.2607321814551351
VCP	0.26087068791156426
NUP210	0.260890792413408
CYP2A13	0.26091465669208225
MEPE	0.26112781580892463
NR1I3	0.2612414469060128
QPCTL	0.261288143381969
ING3	0.26133805541841737
222213_x_at	0.2613766869997994
KIF5C	0.2613847571881649
CRISP2	0.2614348506403923
THPO	0.2614409904855287
MGC17330	0.26153339290053257
CLN3	0.2620959416391882
SLITRK5	0.26210705400076195
TOE1	0.26213837553424124
BST2	0.2622292651899162
TZFP	0.2623504231633981
SUOX	0.2626186732419965
SACM1L	0.26282273726826816
GGH	0.26286554249328437
TDRD1	0.2632125876726771
FAT2	0.263213366477406
TM4SF13	0.2632943209352799
RANBP3	0.26337543103593086
NIPSNAP1	0.26349747004276447
ATP6AP1	0.26350983440278747
C20orf149	0.263520456013707
217693_x_at	0.26380430754675427
ACTB	0.2638386486282543
PDZK1	0.2638873299359732
CRYAB	0.26424813012769005
213991_s_at	0.2642830602235838
C10orf3	0.26431590541920497
HGF	0.26442894058837624
STAB2	0.2645409483507845
CD2BP2	0.2645545312587738
FLJ23588	0.2646071124981563
HIST2H2AA	0.26476080829840515
WARS	0.26501937523206137
MT4	0.2650407197703512
KCNE1	0.2652390099661034
FAM12B	0.265394507061998
222091_at	0.26548104645828785
214267_s_at	0.2655690425717899
PPP1R2P9	0.2657731332234391
CLSTN2	0.2658429231275272
211074_at	0.2658566235119201
210565_at	0.26590432173968126
217257_at	0.2659638462232793
AKAP4	0.26606181828269915
212113_at	0.26609990645330994
IFRG28	0.266139451933075
PTGS2	0.2662637871930182
POLL	0.2663681069766477
ZNF330	0.26638746500298566
LOC56901	0.2664451266560442
P2RXL1	0.26670052486096585
LOC138046	0.26690236436854403
TREX2	0.26698948761956615
HOXA4	0.2671747400920581
CD74	0.2673030854894389
216688_at	0.26737409919064153
215805_at	0.26749700096982126
GABPA	0.26753958478007445
FLJ20619	0.2677273710509185
ABP1	0.2678210316844571
TM9SF2	0.2681155458374347
214886_s_at	0.26811577006379944
CDKL5	0.2681564583479152
216133_at	0.268397340360597
CCL1	0.2685389831340258
CCL8	0.26857120364647186
KIAA1539	0.2686139989966447
CNGA3	0.26876459757589416
BCL2L10	0.26902673141133676
CLTCL1	0.2692436051903564
TNFRSF11B	0.26950155239557183
ARHGEF15	0.2695292657158113
LOC93164	0.2695485362288196
ALG12	0.26989721950659895
PRRG2	0.27001361795023204
208039_at	0.2703890359651863
TIMP2	0.27041442330818755
EIF4B	0.27057895955420885
FLJ20421	0.27063644883044596
201636_at	0.2706725763596764
RPA1	0.2707475659234117
WNT11	0.27083697270769436
CYP2J2	0.2708912740334737
CLDN15	0.2710097491929261
RAP2A /// RAP2B	0.27105541969000785
MKRN2	0.2710575078343837
KCNMB3	0.2710731374516317
FLJ13231	0.27126500833165523
216886_at	0.27134356136585974
EP300	0.2713448400090986
DND1	0.27162781357987437
HNRPDL	0.2717716677624325
GSTT2	0.2717761541718147
ANKMY1	0.2719019040241114
OVCA2 /// DPH2L1	0.27198950922458665
UHSKerB	0.2721072342972754
FLJ20331	0.27211827450376236
SUHW4	0.2722004688148744
214413_at	0.2722210607507212
VRK3	0.27239450447458685
STX11	0.2726632542395353
SLC4A5	0.2726930555829072
217386_at	0.27271428695594085
216329_at	0.2728610486416235
ZNF9	0.27286562535453085
SERPINC1	0.27307196812446255
ALOX12P2	0.27311821279684617
MAFK	0.27314386206740127
GCN1L1	0.2732416641816727
206387_at	0.2734667980239867
HR44	0.27382820626559834
AKT2	0.27389753673586487
HIST1H2AG	0.27395905841110274
SLC38A2	0.27413609542106804
U2AF1L2	0.27436553835378835
ITGAL	0.27456395688945157
FLJ22596	0.2746941518642768
HOMER2	0.2748267198198846
SOAT2	0.2749778628871591
384D8-2	0.27507887337319004
DOK3	0.2755460513876158
GRK6	0.27577470483361355
PIAS2	0.275811237876564
FLJ10350	0.27583859122852433
216565_x_at	0.2759481942048225
HSF4	0.2760991063742412
EPAG	0.2761351644452825
EML2	0.27621077522476484
MRLC2 /// MRCL3	0.27622467168200426
TM9SF4	0.276258367570105
UBC	0.27659686194903815
GZMM	0.2766409113264603
C20orf30	0.2766445388391864
TNFRSF25	0.2766672426486597
IFITM3	0.27700161513547655
RNPS1	0.27707536362993795
LRRK1	0.2773381926855428
PTPN22	0.277345348484434
PPARA	0.27738483345283127
C12orf22	0.27753908862434573
TNFRSF9	0.2777848797527176
SCAMP3	0.2778270767773298
ETS2	0.2779153711115289
NUDT4	0.27794890494022373
KIAA0664	0.27795977171099057
TBX5	0.27815736819782094
ARID3B	0.2781886958698783
217376_at	0.27837064782890397
HOXC8	0.27845518680561104
APOH	0.2792554326317861
HELLS	0.27946510593273344
FOXN1	0.27958635943409466
MKRN3	0.27976975686808486
NRXN2	0.27982819857937674
201171_at	0.2799208189411666
216043_x_at	0.27994563734288525
IGHG1 /// IGHG4 /// IGHM /// IGHG3	0.28006076709879413
KLHL1AS	0.2802214637202285
BHLHB2	0.28023310705739646
MT1X	0.28027210990539186
C14orf143	0.28032211201136886
KIAA0703	0.2803417423686817
202987_at	0.28047972144429584
C8A	0.28052386885133285
UTP14A	0.2806282013342156
PAK1	0.28091411140328615
AGXT	0.2815092879552581
FANCL	0.28162995733480495
HOXD10	0.2818079730298456
KIAA0280	0.28204201714171795
PCDHB12	0.2821472469216387
RBM7	0.28227918056271495
MCP	0.282447528381999
FLJ20508	0.28263420545237594
PSD4	0.28263641510066523
C9orf40	0.2828619763827552
CABC1	0.28299139517967736
FLJ21075	0.28301393809887293
FLJ10521	0.28322126020858185
KIAA0701	0.2832604969332321
CTLA4	0.283285683332376
TRPM8	0.2834037970861872
BTBD14B	0.2834649671007625
HDGFRP3	0.28350519825205345
P4HA1	0.28356263552262256
RAD54B	0.2838112551891275
AVPR2	0.2839616611416504
GTF3C5	0.28398619869906805
214127_s_at	0.28398770019761405
MGC10715	0.28405548078445714
FLJ22655	0.2842934826056254
CRYBB1	0.2846211168690418
CPT1A	0.28473309785879386
AQP9	0.2847557440213366
211179_at	0.28502885726272587
201442_s_at	0.2851341957957626
FLJ20273	0.28515247472968913
SLIT3	0.2851532888630586
208082_x_at	0.2852253977938395
SIGLEC9	0.2854313718919498
MRPS18C	0.28550728947457005
PDK1	0.2855987353894762
CST2	0.2856404002117967
BCL3	0.28594674535747794
CPEB3	0.286058321260629
LRRFIP2	0.28613015095748673
KIAA0377	0.2861386659419784
HHCM	0.2861876798137895
RNF3	0.28620213498516545
ZHX3	0.2862177149126593
CACNG3	0.2863198624175728
C6orf29	0.2863605215230186
ARC92	0.2864150983338194
TLL2	0.28677222374453976
FLJ22531	0.2868073903342797
CBLL1	0.28690304481203777
214419_s_at	0.2869661654545545
222170_at	0.28697763525245257
DDN	0.28783522524899013
214176_s_at	0.28796964798367763
219912_s_at	0.28818754554311565
PTBP1	0.28823705924449855
ABCB11	0.28824009302132325
FLJ10036	0.28827315716591795
TRIM32	0.2882751606638441
TSPYL1	0.28830365679244685
PSCD3	0.28848021086922
MAPK8IP3	0.28857698586978847
203873_at	0.28873465547573396
FUSIP1	0.28881344939631554
PYY	0.28911999105747316
F8A1	0.28915476452977207
